round,slate,clicks,binary_reward,soft_score
1011,"[907, 915, 498, 702, 989, 384, 717, 884, 835, 444]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,2
1012,"[984, 375, 697, 111, 319, 605, 649, 129, 737, 37]","[1, 0, 0, 1, 0, 1, 0, 0, 1, 1]",1,5
1013,"[255, 775, 268, 607, 213, 334, 333, 159, 339, 656]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1,3
1014,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",1,4
1015,"[439, 176, 759, 929, 802, 853, 136, 472, 56, 26]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1016,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 0, 0, 1, 1]",1,8
1017,"[144, 937, 936, 398, 708, 955, 289, 315, 750, 660]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",1,2
1018,"[339, 126, 996, 118, 258, 223, 260, 434, 89, 32]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
1019,"[513, 214, 664, 794, 606, 930, 944, 941, 919, 80]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1,3
1020,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0]",1,5
1021,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 1]",1,6
1022,"[7, 295, 838, 511, 773, 742, 775, 324, 769, 902]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]",1,3
1023,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1]",1,8
1024,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 0]",1,5
1025,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]",1,6
1026,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 1, 1, 1, 1]",1,7
1027,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",1,6
1028,"[359, 923, 854, 869, 760, 49, 889, 696, 641, 281]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1029,"[804, 368, 476, 83, 576, 725, 906, 957, 204, 128]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1030,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 1, 1, 0, 1]",1,7
1031,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",1,4
1032,"[127, 934, 618, 469, 215, 234, 621, 586, 650, 165]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",1,3
1033,"[398, 504, 60, 656, 885, 158, 780, 213, 55, 455]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1]",1,3
1034,"[721, 9, 10, 805, 105, 854, 930, 350, 980, 3]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,2
1035,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0]",1,5
1036,"[832, 957, 91, 558, 763, 156, 602, 716, 139, 112]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1037,"[805, 925, 839, 336, 367, 407, 671, 703, 558, 375]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",1,2
1038,"[256, 543, 986, 671, 510, 427, 750, 279, 44, 611]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1039,"[454, 607, 235, 573, 109, 225, 315, 102, 884, 730]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",1,2
1040,"[929, 206, 472, 979, 971, 492, 594, 1, 63, 658]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
1041,"[947, 900, 74, 878, 780, 358, 24, 196, 57, 744]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",1,2
1042,"[664, 172, 666, 542, 252, 1, 44, 582, 176, 558]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]",1,4
1043,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 0, 1, 0]",1,5
1044,"[209, 292, 937, 129, 44, 132, 539, 847, 585, 944]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1045,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",1,9
1046,"[61, 184, 881, 358, 277, 866, 622, 227, 858, 633]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]",1,2
1047,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",1,7
1048,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 1, 1, 1, 1, 0]",1,5
1049,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",1,6
1050,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]",1,9
1051,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 0, 1, 1]",1,6
1052,"[792, 602, 330, 655, 607, 166, 452, 17, 511, 181]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1053,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 1]",1,7
1054,"[793, 84, 849, 310, 318, 16, 426, 404, 72, 891]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1055,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 0]",1,6
1056,"[981, 747, 958, 113, 567, 887, 765, 134, 501, 435]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",1,3
1057,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]",1,7
1058,"[887, 75, 451, 773, 420, 989, 271, 220, 261, 744]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
1059,"[992, 743, 364, 71, 444, 338, 717, 359, 505, 75]","[0, 0, 0, 0, 1, 0, 0, 1, 0, 0]",1,2
1060,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0]",1,3
1061,"[630, 396, 418, 263, 782, 795, 733, 687, 985, 762]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,1
1062,"[918, 823, 757, 528, 473, 848, 175, 769, 726, 5]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,2
1063,"[316, 298, 379, 171, 704, 411, 800, 603, 323, 108]","[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]",1,3
1064,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]",1,7
1065,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 0]",1,6
1066,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 0]",1,4
1067,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 1]",1,4
1068,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 1, 0, 1, 1, 0]",1,5
1069,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 1, 1, 1, 0]",1,6
1070,"[864, 971, 965, 311, 647, 747, 148, 715, 122, 517]","[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]",1,4
1071,"[933, 701, 81, 402, 549, 575, 817, 287, 731, 435]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1072,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 1]",1,7
1073,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]",1,2
1074,"[812, 575, 100, 96, 324, 42, 179, 749, 431, 240]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1075,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",1,5
1076,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 1]",1,6
1077,"[211, 490, 621, 294, 434, 49, 741, 896, 559, 531]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1,2
1078,"[191, 299, 364, 127, 946, 154, 253, 333, 466, 781]","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",1,3
1079,"[101, 512, 636, 930, 248, 314, 245, 34, 3, 430]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1080,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1,7
1081,"[314, 332, 609, 488, 964, 73, 170, 443, 806, 872]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
1082,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 0, 1, 1, 1]",1,7
1083,"[869, 333, 280, 521, 801, 115, 673, 598, 38, 890]","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]",1,3
1084,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 0, 1, 1, 0]",1,6
1085,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",1,4
1086,"[822, 296, 892, 803, 359, 589, 400, 887, 794, 574]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1,3
1087,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 1]",1,6
1088,"[571, 155, 820, 413, 544, 856, 226, 324, 266, 664]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0]",1,2
1089,"[883, 490, 557, 473, 457, 882, 874, 987, 56, 554]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",1,4
1090,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 1, 1, 0, 1, 1, 0, 0]",1,5
1091,"[723, 451, 25, 651, 986, 327, 742, 35, 36, 613]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1092,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 1]",1,5
1093,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1]",1,7
1094,"[177, 785, 195, 248, 835, 657, 42, 890, 765, 591]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
1095,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",1,4
1096,"[26, 712, 970, 337, 992, 889, 553, 850, 701, 574]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,2
1097,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]",1,6
1098,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 1]",1,4
1099,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1,7
1100,"[596, 559, 240, 839, 952, 922, 31, 480, 552, 818]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1101,"[310, 631, 843, 289, 800, 599, 550, 917, 22, 57]","[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]",1,5
1102,"[90, 657, 645, 963, 410, 776, 255, 628, 476, 124]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,2
1103,"[818, 558, 193, 958, 229, 128, 595, 569, 649, 801]","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]",1,6
1104,"[542, 426, 849, 102, 902, 206, 906, 621, 641, 472]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",1,2
1105,"[819, 283, 932, 795, 340, 26, 667, 537, 351, 83]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,1
1106,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]",1,4
1107,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",1,5
1108,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 1]",1,7
1109,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]",1,6
1110,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,8
1111,"[248, 202, 741, 38, 705, 873, 893, 267, 609, 227]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,2
1112,"[117, 35, 968, 212, 912, 304, 416, 444, 367, 254]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1113,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",1,5
1114,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 1, 1, 0, 1, 1]",1,6
1115,"[115, 892, 810, 418, 191, 719, 472, 166, 111, 416]","[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,3
1116,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]",1,6
1117,"[524, 491, 461, 398, 366, 108, 492, 721, 973, 779]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
1118,"[181, 802, 813, 419, 77, 722, 154, 338, 153, 465]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,3
1119,"[589, 277, 580, 823, 27, 906, 962, 229, 272, 194]","[1, 1, 0, 1, 0, 0, 0, 1, 0, 0]",1,4
1120,"[840, 417, 957, 987, 185, 2, 800, 231, 344, 373]","[0, 1, 0, 1, 0, 0, 1, 1, 0, 0]",1,4
1121,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 1]",1,7
1122,"[878, 142, 573, 488, 413, 173, 682, 506, 217, 329]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",1,1
1123,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",1,4
1124,"[831, 899, 79, 781, 188, 530, 263, 679, 800, 212]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,3
1125,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,9
1126,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]",1,3
1127,"[96, 827, 452, 242, 863, 10, 304, 737, 575, 464]","[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,3
1128,"[668, 304, 500, 529, 25, 206, 749, 492, 325, 460]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]",1,4
1129,"[30, 384, 229, 578, 332, 457, 624, 681, 516, 276]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1130,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",1,6
1131,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 1]",1,6
1132,"[810, 292, 317, 98, 423, 303, 914, 980, 341, 432]","[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]",1,3
1133,"[531, 993, 429, 888, 211, 650, 71, 128, 969, 236]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",1,3
1134,"[532, 652, 126, 949, 830, 820, 613, 386, 278, 866]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1135,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 0, 1, 1, 1, 0, 0, 1]",1,6
1136,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]",1,5
1137,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 1]",1,6
1138,"[427, 568, 273, 619, 812, 114, 708, 520, 492, 592]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1139,"[486, 601, 149, 757, 796, 744, 579, 127, 684, 490]","[1, 0, 0, 1, 1, 0, 1, 1, 0, 0]",1,5
1140,"[186, 101, 615, 169, 459, 782, 778, 53, 270, 64]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1141,"[377, 851, 225, 277, 114, 866, 90, 46, 447, 831]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1142,"[870, 393, 179, 268, 746, 754, 822, 557, 538, 816]","[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]",1,3
1143,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1]",1,5
1144,"[168, 216, 160, 253, 317, 720, 287, 887, 985, 992]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",1,2
1145,"[867, 413, 563, 603, 548, 946, 44, 712, 846, 52]","[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]",1,3
1146,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 0, 1, 0, 0, 0, 1]",1,5
1147,"[686, 820, 299, 955, 484, 675, 917, 707, 516, 509]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",1,4
1148,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,5
1149,"[117, 896, 731, 263, 76, 100, 695, 739, 32, 506]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1150,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",1,6
1151,"[450, 858, 125, 54, 478, 607, 308, 52, 585, 702]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",1,2
1152,"[645, 70, 188, 751, 26, 149, 83, 364, 860, 922]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,2
1153,"[44, 4, 55, 785, 453, 168, 85, 390, 838, 126]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,2
1154,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 0]",1,6
1155,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 1, 0, 1, 0, 0]",1,5
1156,"[172, 317, 765, 877, 660, 682, 484, 356, 79, 159]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 0]",1,4
1157,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0]",1,4
1158,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",1,4
1159,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 1, 1, 1, 1]",1,7
1160,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",1,5
1161,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 1]",1,6
1162,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",1,5
1163,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",1,8
1164,"[875, 841, 488, 139, 134, 607, 478, 137, 407, 796]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1165,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 0, 1, 0, 0, 1]",1,5
1166,"[106, 552, 890, 241, 592, 531, 472, 465, 289, 321]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1167,"[881, 309, 116, 529, 175, 796, 54, 551, 315, 557]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1,2
1168,"[272, 532, 533, 76, 130, 284, 39, 577, 641, 984]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1169,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 1, 0, 1, 1, 1, 0, 1, 0]",1,5
1170,"[145, 845, 524, 340, 932, 29, 445, 451, 960, 208]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1171,"[87, 318, 212, 613, 519, 641, 830, 407, 816, 215]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1172,"[641, 654, 365, 865, 753, 648, 838, 421, 937, 386]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",1,4
1173,"[379, 759, 926, 791, 166, 772, 480, 633, 674, 830]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]",1,4
1174,"[404, 652, 723, 570, 234, 150, 882, 477, 377, 144]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]",1,2
1175,"[79, 643, 202, 198, 200, 759, 187, 984, 44, 246]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0
1176,"[691, 701, 26, 741, 61, 462, 69, 307, 651, 502]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 1]",1,6
1177,"[898, 468, 536, 613, 781, 849, 616, 55, 991, 448]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1
1178,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 0, 1, 0]",1,6
1179,"[697, 52, 878, 564, 774, 413, 171, 81, 233, 457]","[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",1,3
1180,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 1, 1, 1, 1, 0, 0, 0]",1,6
1181,"[909, 478, 363, 334, 523, 184, 729, 451, 433, 457]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1182,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 1, 1, 1, 0, 0]",1,5
1183,"[703, 596, 20, 50, 791, 306, 440, 317, 225, 515]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1
1184,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1,3
1185,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 1, 0, 0, 1, 1]",1,6
1186,"[932, 372, 31, 369, 484, 413, 637, 330, 966, 239]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1187,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 1, 0, 0, 1]",1,6
1188,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 1, 1, 1, 0]",1,7
1189,"[266, 17, 517, 49, 203, 205, 466, 394, 769, 189]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",1,2
1190,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 0]",1,6
1191,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1,7
1192,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 0]",1,5
1193,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]",1,8
1194,"[579, 423, 157, 422, 620, 706, 370, 926, 540, 166]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1
1195,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 0, 1, 0, 1, 0, 1, 1]",1,6
1196,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",1,5
1197,"[688, 476, 684, 648, 670, 625, 663, 278, 228, 335]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,2
1198,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",1,4
1199,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 0, 0, 0, 1, 1, 1]",1,5
1200,"[559, 979, 90, 112, 65, 965, 76, 60, 991, 652]","[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,2
1201,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]",1,3
1202,"[812, 715, 511, 911, 442, 875, 758, 32, 185, 966]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,1
1203,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 0, 1, 0, 0, 1]",1,6
1204,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 0]",1,6
1205,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 1, 1, 0, 0, 1, 0, 1]",1,5
1206,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]",1,4
1207,"[400, 590, 639, 455, 737, 760, 26, 869, 563, 510]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",1,3
1208,"[150, 301, 197, 60, 979, 111, 714, 258, 607, 618]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1
1209,"[987, 67, 628, 193, 800, 921, 893, 528, 391, 945]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1,3
